Trade ID,Action,Timestamp,Price,Quantity,Entry Price,Exit Price,Entry Time,Exit Time,Holding Period (min),Gross P&L,Gross P&L %,Fees,Net P&L,Net P&L %,Status
13,SELL,2025-11-09 21:36:40,2503.29,10,2502.57,2503.29,2025-11-09 20:33:53,2025-11-09 21:36:40,0.15,7.2,0.03,25.03,-17.83,-0.07,LOSS
14,BUY,2025-11-09 21:37:40,2503.34,10,2503.34,,2025-11-09 21:37:40,,,,,,,,OPEN
14,SELL,2025-11-09 21:40:40,2503.43,10,2503.34,2503.43,2025-11-09 20:34:05,2025-11-09 21:40:40,0.15,0.9,0.0,25.04,-24.14,-0.1,LOSS
15,BUY,2025-11-09 21:41:40,2502.86,10,2502.86,,2025-11-09 21:41:40,,,,,,,,OPEN
15,SELL,2025-11-09 21:44:40,2501.79,10,2502.86,2501.79,2025-11-09 20:34:17,2025-11-09 21:44:40,0.15,-10.7,-0.04,25.02,-35.72,-0.14,LOSS
16,BUY,2025-11-09 21:45:40,2502.66,10,2502.66,,2025-11-09 21:45:40,,,,,,,,OPEN
16,SELL,2025-11-09 21:49:40,2503.0,10,2502.66,2503.0,2025-11-09 20:34:29,2025-11-09 21:49:40,0.2,3.4,0.01,25.02,-21.62,-0.09,LOSS
17,BUY,2025-11-09 21:50:40,2502.15,10,2502.15,,2025-11-09 21:50:40,,,,,,,,OPEN
17,SELL,2025-11-09 21:53:40,2501.45,10,2502.15,2501.45,2025-11-09 20:34:44,2025-11-09 21:53:40,0.15,-7.0,-0.03,25.02,-32.02,-0.13,LOSS
18,BUY,2025-11-09 21:55:40,2500.65,10,2500.65,,2025-11-09 21:55:40,,,,,,,,OPEN
18,SELL,2025-11-09 21:58:40,2500.64,10,2500.65,2500.64,2025-11-09 20:34:59,2025-11-09 21:58:40,0.15,-0.1,-0.0,25.0,-25.1,-0.1,LOSS
19,BUY,2025-11-09 22:05:40,2499.3,10,2499.3,,2025-11-09 22:05:40,,,,,,,,OPEN
19,SELL,2025-11-09 22:06:40,2499.25,10,2499.3,2499.25,2025-11-09 20:35:29,2025-11-09 22:06:40,0.05,-0.5,-0.0,25.0,-25.5,-0.1,LOSS
20,BUY,2025-11-09 22:10:40,2498.46,10,2498.46,,2025-11-09 22:10:40,,,,,,,,OPEN
20,SELL,2025-11-09 22:16:40,2499.71,10,2498.46,2499.71,2025-11-09 20:35:44,2025-11-09 22:16:40,0.3,12.5,0.05,24.99,-12.49,-0.05,LOSS
21,BUY,2025-11-09 22:21:40,2498.7,10,2498.7,,2025-11-09 22:21:40,,,,,,,,OPEN
21,SELL,2025-11-09 22:22:40,2498.97,10,2498.7,2498.97,2025-11-09 20:36:17,2025-11-09 22:22:40,0.05,2.7,0.01,24.98,-22.28,-0.09,LOSS
22,BUY,2025-11-09 22:25:40,2499.3,10,2499.3,,2025-11-09 22:25:40,,,,,,,,OPEN
22,SELL,2025-11-09 22:29:40,2497.73,10,2499.3,2497.73,2025-11-09 20:36:29,2025-11-09 22:29:40,0.2,-15.7,-0.06,24.99,-40.69,-0.16,LOSS
23,BUY,2025-11-09 22:32:40,2499.0,10,2499.0,,2025-11-09 22:32:40,,,,,,,,OPEN
23,SELL,2025-11-09 22:34:40,2497.48,10,2499.0,2497.48,2025-11-09 20:36:50,2025-11-09 22:34:40,0.1,-15.2,-0.06,24.99,-40.19,-0.16,LOSS
24,BUY,2025-11-09 22:38:40,2498.77,10,2498.77,,2025-11-09 22:38:40,,,,,,,,OPEN
24,SELL,2025-11-09 22:45:40,2498.94,10,2498.77,2498.94,2025-11-09 20:37:08,2025-11-09 22:45:40,0.35,1.7,0.01,24.98,-23.28,-0.09,LOSS
25,BUY,2025-11-09 22:46:40,2499.11,10,2499.11,,2025-11-09 22:46:40,,,,,,,,OPEN
25,SELL,2025-11-09 22:47:40,2499.46,10,2499.11,2499.46,2025-11-09 20:37:32,2025-11-09 22:47:40,0.05,3.5,0.01,25.0,-21.5,-0.09,LOSS
26,BUY,2025-11-09 22:48:40,2500.67,10,2500.67,,2025-11-09 22:48:40,,,,,,,,OPEN
26,SELL,2025-11-09 22:50:40,2500.41,10,2500.67,2500.41,2025-11-09 20:37:38,2025-11-09 22:50:40,0.1,-2.6,-0.01,25.0,-27.6,-0.11,LOSS
27,BUY,2025-11-09 22:52:40,2500.43,10,2500.43,,2025-11-09 22:52:40,,,,,,,,OPEN
27,SELL,2025-11-09 22:55:40,2501.36,10,2500.43,2501.36,2025-11-09 20:37:50,2025-11-09 22:55:40,0.15,9.3,0.04,25.01,-15.71,-0.06,LOSS
28,BUY,2025-11-09 23:03:40,2501.8,10,2501.8,,2025-11-09 23:03:40,,,,,,,,OPEN
28,SELL,2025-11-09 23:10:40,2499.65,10,2501.8,2499.65,2025-11-09 20:38:24,2025-11-09 23:10:40,0.35,-21.5,-0.09,25.01,-46.51,-0.19,LOSS
29,BUY,2025-11-09 23:11:40,2500.42,10,2500.42,,2025-11-09 23:11:40,,,,,,,,OPEN
29,SELL,2025-11-09 23:12:40,2500.18,10,2500.42,2500.18,2025-11-09 20:38:48,2025-11-09 23:12:40,0.05,-2.4,-0.01,25.0,-27.4,-0.11,LOSS
30,BUY,2025-11-09 23:16:40,2498.38,10,2498.38,,2025-11-09 23:16:40,,,,,,,,OPEN
30,SELL,2025-11-09 23:18:40,2498.89,10,2498.38,2498.89,2025-11-09 20:39:03,2025-11-09 23:18:40,0.1,5.1,0.02,24.98,-19.88,-0.08,LOSS
31,BUY,2025-11-09 23:21:40,2497.65,10,2497.65,,2025-11-09 23:21:40,,,,,,,,OPEN
31,SELL,2025-11-09 23:23:40,2497.19,10,2497.65,2497.19,2025-11-09 20:39:18,2025-11-09 23:23:40,0.1,-4.6,-0.02,24.98,-29.58,-0.12,LOSS
32,BUY,2025-11-09 23:26:40,2498.7,10,2498.7,,2025-11-09 23:26:40,,,,,,,,OPEN
32,SELL,2025-11-09 23:31:40,2497.42,10,2498.7,2497.42,2025-11-09 20:39:33,2025-11-09 23:31:40,0.25,-12.8,-0.05,24.98,-37.78,-0.15,LOSS
33,BUY,2025-11-09 23:33:40,2496.41,10,2496.41,,2025-11-09 23:33:40,,,,,,,,OPEN
33,SELL,2025-11-09 23:38:40,2496.22,10,2496.41,2496.22,2025-11-09 20:39:54,2025-11-09 23:38:40,0.25,-1.9,-0.01,24.96,-26.86,-0.11,LOSS
34,BUY,2025-11-09 23:40:40,2496.29,10,2496.29,,2025-11-09 23:40:40,,,,,,,,OPEN
34,SELL,2025-11-09 23:41:40,2496.02,10,2496.29,2496.02,2025-11-09 20:40:15,2025-11-09 23:41:40,0.05,-2.7,-0.01,24.96,-27.66,-0.11,LOSS
35,BUY,2025-11-09 23:46:40,2495.37,10,2495.37,,2025-11-09 23:46:40,,,,,,,,OPEN
35,SELL,2025-11-09 23:49:40,2493.9,10,2495.37,2493.9,2025-11-09 20:40:33,2025-11-09 23:49:40,0.15,-14.7,-0.06,24.95,-39.65,-0.16,LOSS
36,BUY,2025-11-09 23:53:40,2495.88,10,2495.88,,2025-11-09 23:53:40,,,,,,,,OPEN
36,SELL,2025-11-09 23:54:40,2495.33,10,2495.88,2495.33,2025-11-09 20:40:54,2025-11-09 23:54:40,0.05,-5.5,-0.02,24.96,-30.46,-0.12,LOSS
37,BUY,2025-11-10 00:01:40,2497.72,10,2497.72,,2025-11-10 00:01:40,,,,,,,,OPEN
37,SELL,2025-11-10 00:02:40,2498.32,10,2497.72,2498.32,2025-11-09 20:41:18,2025-11-10 00:02:40,0.05,6.0,0.02,24.98,-18.98,-0.08,LOSS
38,BUY,2025-11-10 00:04:40,2499.39,10,2499.39,,2025-11-10 00:04:40,,,,,,,,OPEN
38,SELL,2025-11-10 00:05:40,2499.25,10,2499.39,2499.25,2025-11-09 20:41:27,2025-11-10 00:05:40,0.05,-1.4,-0.01,25.0,-26.4,-0.11,LOSS
39,BUY,2025-11-10 00:07:40,2499.25,10,2499.25,,2025-11-10 00:07:40,,,,,,,,OPEN
39,SELL,2025-11-10 00:15:40,2500.28,10,2499.25,2500.28,2025-11-09 20:41:36,2025-11-10 00:15:40,0.4,10.3,0.04,25.0,-14.7,-0.06,LOSS
40,BUY,2025-11-10 00:16:40,2499.36,10,2499.36,,2025-11-10 00:16:40,,,,,,,,OPEN
40,SELL,2025-11-10 00:17:40,2499.08,10,2499.36,2499.08,2025-11-09 20:42:03,2025-11-10 00:17:40,0.05,-2.8,-0.01,25.0,-27.8,-0.11,LOSS
41,BUY,2025-11-10 00:18:40,2499.42,10,2499.42,,2025-11-10 00:18:40,,,,,,,,OPEN
41,SELL,2025-11-10 00:19:40,2499.29,10,2499.42,2499.29,2025-11-09 20:42:09,2025-11-10 00:19:40,0.05,-1.3,-0.01,25.0,-26.3,-0.11,LOSS
42,BUY,2025-11-10 00:20:40,2500.01,10,2500.01,,2025-11-10 00:20:40,,,,,,,,OPEN
42,SELL,2025-11-10 00:22:40,2500.27,10,2500.01,2500.27,2025-11-09 20:42:15,2025-11-10 00:22:40,0.1,2.6,0.01,25.0,-22.4,-0.09,LOSS
43,BUY,2025-11-10 00:25:40,2500.2,10,2500.2,,2025-11-10 00:25:40,,,,,,,,OPEN
43,SELL,2025-11-10 00:26:40,2499.43,10,2500.2,2499.43,2025-11-09 20:42:30,2025-11-10 00:26:40,0.05,-7.7,-0.03,25.0,-32.7,-0.13,LOSS
44,BUY,2025-11-10 00:30:40,2500.35,10,2500.35,,2025-11-10 00:30:40,,,,,,,,OPEN
44,SELL,2025-11-10 00:32:40,2501.01,10,2500.35,2501.01,2025-11-09 20:42:45,2025-11-10 00:32:40,0.1,6.6,0.03,25.01,-18.41,-0.07,LOSS
45,BUY,2025-11-10 00:33:40,2500.62,10,2500.62,,2025-11-10 00:33:40,,,,,,,,OPEN
45,SELL,2025-11-10 00:34:40,2500.47,10,2500.62,2500.47,2025-11-09 20:42:54,2025-11-10 00:34:40,0.05,-1.5,-0.01,25.0,-26.5,-0.11,LOSS
46,BUY,2025-11-10 00:35:40,2499.8,10,2499.8,,2025-11-10 00:35:40,,,,,,,,OPEN
46,SELL,2025-11-10 00:43:40,2499.67,10,2499.8,2499.67,2025-11-09 20:43:00,2025-11-10 00:43:40,0.4,-1.3,-0.01,25.0,-26.3,-0.11,LOSS
47,BUY,2025-11-10 00:44:40,2500.16,10,2500.16,,2025-11-10 00:44:40,,,,,,,,OPEN
47,SELL,2025-11-10 00:45:40,2500.06,10,2500.16,2500.06,2025-11-09 20:43:27,2025-11-10 00:45:40,0.05,-1.0,-0.0,25.0,-26.0,-0.1,LOSS
48,BUY,2025-11-10 00:48:40,2500.02,10,2500.02,,2025-11-10 00:48:40,,,,,,,,OPEN
48,SELL,2025-11-10 00:49:40,2500.04,10,2500.02,2500.04,2025-11-09 20:43:39,2025-11-10 00:49:40,0.05,0.2,0.0,25.0,-24.8,-0.1,LOSS
49,BUY,2025-11-10 00:52:40,2500.42,10,2500.42,,2025-11-10 00:52:40,,,,,,,,OPEN
49,SELL,2025-11-10 00:54:40,2500.94,10,2500.42,2500.94,2025-11-09 20:43:51,2025-11-10 00:54:40,0.1,5.2,0.02,25.0,-19.8,-0.08,LOSS
50,BUY,2025-11-10 00:55:40,2501.19,10,2501.19,,2025-11-10 00:55:40,,,,,,,,OPEN
50,SELL,2025-11-10 00:56:40,2501.1,10,2501.19,2501.1,2025-11-09 20:44:00,2025-11-10 00:56:40,0.05,-0.9,-0.0,25.02,-25.92,-0.1,LOSS
51,BUY,2025-11-10 00:58:40,2500.87,10,2500.87,,2025-11-10 00:58:40,,,,,,,,OPEN
51,SELL,2025-11-10 01:00:40,2500.5,10,2500.87,2500.5,2025-11-09 20:44:09,2025-11-10 01:00:40,0.1,-3.7,-0.01,25.0,-28.7,-0.11,LOSS
52,BUY,2025-11-10 01:01:40,2500.68,10,2500.68,,2025-11-10 01:01:40,,,,,,,,OPEN
52,SELL,2025-11-10 01:02:40,2499.7,10,2500.68,2499.7,2025-11-09 20:44:18,2025-11-10 01:02:40,0.05,-9.8,-0.04,25.0,-34.8,-0.14,LOSS
53,BUY,2025-11-10 01:03:40,2499.98,10,2499.98,,2025-11-10 01:03:40,,,,,,,,OPEN
53,SELL,2025-11-10 01:04:40,2500.09,10,2499.98,2500.09,2025-11-09 20:44:25,2025-11-10 01:04:40,0.05,1.1,0.0,25.0,-23.9,-0.1,LOSS
54,BUY,2025-11-10 01:07:40,2497.97,10,2497.97,,2025-11-10 01:07:40,,,,,,,,OPEN
54,SELL,2025-11-10 01:08:40,2497.5,10,2497.97,2497.5,2025-11-09 20:44:37,2025-11-10 01:08:40,0.05,-4.7,-0.02,24.98,-29.68,-0.12,LOSS
55,BUY,2025-11-10 01:09:40,2496.86,10,2496.86,,2025-11-10 01:09:40,,,,,,,,OPEN
55,SELL,2025-11-10 01:10:40,2497.01,10,2496.86,2497.01,2025-11-09 20:44:43,2025-11-10 01:10:40,0.05,1.5,0.01,24.97,-23.47,-0.09,LOSS
56,BUY,2025-11-10 01:12:40,2497.01,10,2497.01,,2025-11-10 01:12:40,,,,,,,,OPEN
56,SELL,2025-11-10 01:13:40,2496.43,10,2497.01,2496.43,2025-11-09 20:44:52,2025-11-10 01:13:40,0.05,-5.8,-0.02,24.97,-30.77,-0.12,LOSS
57,BUY,2025-11-10 01:14:40,2496.14,10,2496.14,,2025-11-10 01:14:40,,,,,,,,OPEN
57,SELL,2025-11-10 01:17:40,2495.8,10,2496.14,2495.8,2025-11-09 20:44:58,2025-11-10 01:17:40,0.15,-3.4,-0.01,24.96,-28.36,-0.11,LOSS
58,BUY,2025-11-10 01:28:40,2496.32,10,2496.32,,2025-11-10 01:28:40,,,,,,,,OPEN
58,SELL,2025-11-10 01:29:40,2496.37,10,2496.32,2496.37,2025-11-09 20:45:40,2025-11-10 01:29:40,0.05,0.5,0.0,24.96,-24.46,-0.1,LOSS
59,BUY,2025-11-10 01:32:40,2496.88,10,2496.88,,2025-11-10 01:32:40,,,,,,,,OPEN
59,SELL,2025-11-10 01:33:40,2496.61,10,2496.88,2496.61,2025-11-09 20:45:52,2025-11-10 01:33:40,0.05,-2.7,-0.01,24.96,-27.66,-0.11,LOSS
60,BUY,2025-11-10 01:34:40,2497.25,10,2497.25,,2025-11-10 01:34:40,,,,,,,,OPEN
60,SELL,2025-11-10 01:35:40,2497.23,10,2497.25,2497.23,2025-11-09 20:45:58,2025-11-10 01:35:40,0.05,-0.2,-0.0,24.98,-25.18,-0.1,LOSS
61,BUY,2025-11-10 01:38:40,2498.34,10,2498.34,,2025-11-10 01:38:40,,,,,,,,OPEN
61,SELL,2025-11-10 01:40:40,2497.88,10,2498.34,2497.88,2025-11-09 20:46:10,2025-11-10 01:40:40,0.1,-4.6,-0.02,24.98,-29.58,-0.12,LOSS
62,BUY,2025-11-10 01:41:40,2497.67,10,2497.67,,2025-11-10 01:41:40,,,,,,,,OPEN
62,SELL,2025-11-10 01:42:40,2498.28,10,2497.67,2498.28,2025-11-09 20:46:19,2025-11-10 01:42:40,0.05,6.1,0.02,24.98,-18.88,-0.08,LOSS
63,BUY,2025-11-10 01:44:40,2498.93,10,2498.93,,2025-11-10 01:44:40,,,,,,,,OPEN
63,SELL,2025-11-10 01:45:40,2498.83,10,2498.93,2498.83,2025-11-09 20:46:28,2025-11-10 01:45:40,0.05,-1.0,-0.0,24.98,-25.98,-0.1,LOSS
64,BUY,2025-11-10 01:46:40,2498.76,10,2498.76,,2025-11-10 01:46:40,,,,,,,,OPEN
64,SELL,2025-11-10 01:49:40,2499.48,10,2498.76,2499.48,2025-11-09 20:46:34,2025-11-10 01:49:40,0.15,7.2,0.03,24.99,-17.79,-0.07,LOSS
65,BUY,2025-11-10 01:50:40,2498.94,10,2498.94,,2025-11-10 01:50:40,,,,,,,,OPEN
65,SELL,2025-11-10 01:53:40,2498.16,10,2498.94,2498.16,2025-11-09 20:46:46,2025-11-10 01:53:40,0.15,-7.8,-0.03,24.98,-32.78,-0.13,LOSS
66,BUY,2025-11-10 01:54:40,2498.1,10,2498.1,,2025-11-10 01:54:40,,,,,,,,OPEN
66,SELL,2025-11-10 02:08:40,2497.19,10,2498.1,2497.19,2025-11-09 20:46:58,2025-11-10 02:08:40,0.7,-9.1,-0.04,24.98,-34.08,-0.14,LOSS
67,BUY,2025-11-10 02:12:40,2497.13,10,2497.13,,2025-11-10 02:12:40,,,,,,,,OPEN
67,SELL,2025-11-10 02:13:40,2497.04,10,2497.13,2497.04,2025-11-09 20:47:52,2025-11-10 02:13:40,0.05,-0.9,-0.0,24.98,-25.88,-0.1,LOSS
68,BUY,2025-11-10 02:18:40,2495.73,10,2495.73,,2025-11-10 02:18:40,,,,,,,,OPEN
68,SELL,2025-11-10 02:19:40,2495.84,10,2495.73,2495.84,2025-11-09 20:48:10,2025-11-10 02:19:40,0.05,1.1,0.0,24.96,-23.86,-0.1,LOSS
69,BUY,2025-11-10 02:21:40,2495.12,10,2495.12,,2025-11-10 02:21:40,,,,,,,,OPEN
69,SELL,2025-11-10 02:24:40,2495.21,10,2495.12,2495.21,2025-11-09 20:48:19,2025-11-10 02:24:40,0.15,0.9,0.0,24.96,-24.06,-0.1,LOSS
70,BUY,2025-11-10 02:25:40,2494.59,10,2494.59,,2025-11-10 02:25:40,,,,,,,,OPEN
70,SELL,2025-11-10 02:31:40,2497.29,10,2494.59,2497.29,2025-11-09 20:48:31,2025-11-10 02:31:40,0.3,27.0,0.11,24.96,2.04,0.01,WIN
71,BUY,2025-11-10 02:32:40,2497.69,10,2497.69,,2025-11-10 02:32:40,,,,,,,,OPEN
71,SELL,2025-11-10 02:33:40,2498.1,10,2497.69,2498.1,2025-11-09 20:48:52,2025-11-10 02:33:40,0.05,4.1,0.02,24.98,-20.88,-0.08,LOSS
72,BUY,2025-11-10 02:36:40,2498.16,10,2498.16,,2025-11-10 02:36:40,,,,,,,,OPEN
72,SELL,2025-11-10 02:41:40,2499.52,10,2498.16,2499.52,2025-11-09 20:49:04,2025-11-10 02:41:40,0.25,13.6,0.05,24.99,-11.39,-0.05,LOSS
73,BUY,2025-11-10 02:43:40,2500.35,10,2500.35,,2025-11-10 02:43:40,,,,,,,,OPEN
73,SELL,2025-11-10 02:50:40,2501.21,10,2500.35,2501.21,2025-11-09 20:49:25,2025-11-10 02:50:40,0.35,8.6,0.03,25.01,-16.41,-0.07,LOSS
74,BUY,2025-11-10 02:53:40,2500.37,10,2500.37,,2025-11-10 02:53:40,,,,,,,,OPEN
74,SELL,2025-11-10 02:59:40,2500.29,10,2500.37,2500.29,2025-11-09 20:49:55,2025-11-10 02:59:40,0.32,-0.8,-0.0,25.0,-25.8,-0.1,LOSS
75,BUY,2025-11-10 03:02:40,2501.39,10,2501.39,,2025-11-10 03:02:40,,,,,,,,OPEN
75,SELL,2025-11-10 03:03:40,2501.15,10,2501.39,2501.15,2025-11-09 20:50:23,2025-11-10 03:03:40,0.05,-2.4,-0.01,25.02,-27.42,-0.11,LOSS
76,BUY,2025-11-10 03:22:40,2500.86,10,2500.86,,2025-11-10 03:22:40,,,,,,,,OPEN
76,SELL,2025-11-10 03:30:40,2501.63,10,2500.86,2501.63,2025-11-09 20:51:23,2025-11-10 03:30:40,0.58,7.7,0.03,25.01,-17.31,-0.07,LOSS
77,BUY,2025-11-10 03:38:40,2502.91,10,2502.91,,2025-11-10 03:38:40,,,,,,,,OPEN
77,SELL,2025-11-10 03:42:40,2505.47,10,2502.91,2505.47,2025-11-09 20:52:22,2025-11-10 03:42:40,0.25,25.6,0.1,25.04,0.56,0.0,WIN
78,BUY,2025-11-10 03:59:40,2509.89,10,2509.89,,2025-11-10 03:59:40,,,,,,,,OPEN
78,SELL,2025-11-10 04:03:40,2511.55,10,2509.89,2511.55,2025-11-09 20:53:39,2025-11-10 04:03:40,0.2,16.6,0.07,25.11,-8.51,-0.03,LOSS
79,BUY,2025-11-10 04:05:40,2511.85,10,2511.85,,2025-11-10 04:05:40,,,,,,,,OPEN
79,SELL,2025-11-10 04:06:40,2512.55,10,2511.85,2512.55,2025-11-09 20:53:57,2025-11-10 04:06:40,0.05,7.0,0.03,25.12,-18.12,-0.07,LOSS
80,BUY,2025-11-10 04:07:40,2512.5,10,2512.5,,2025-11-10 04:07:40,,,,,,,,OPEN
80,SELL,2025-11-10 04:08:40,2511.27,10,2512.5,2511.27,2025-11-09 20:54:03,2025-11-10 04:08:40,0.05,-12.3,-0.05,25.12,-37.42,-0.15,LOSS
81,BUY,2025-11-10 04:10:40,2511.3,10,2511.3,,2025-11-10 04:10:40,,,,,,,,OPEN
81,SELL,2025-11-10 04:11:40,2510.93,10,2511.3,2510.93,2025-11-09 20:54:12,2025-11-10 04:11:40,0.05,-3.7,-0.01,25.11,-28.81,-0.11,LOSS
82,BUY,2025-11-10 04:12:40,2510.96,10,2510.96,,2025-11-10 04:12:40,,,,,,,,OPEN
82,SELL,2025-11-10 04:13:40,2509.91,10,2510.96,2509.91,2025-11-09 20:54:18,2025-11-10 04:13:40,0.05,-10.5,-0.04,25.1,-35.6,-0.14,LOSS
83,BUY,2025-11-10 04:15:40,2511.13,10,2511.13,,2025-11-10 04:15:40,,,,,,,,OPEN
83,SELL,2025-11-10 04:18:40,2512.02,10,2511.13,2512.02,2025-11-09 20:54:35,2025-11-10 04:18:40,0.15,8.9,0.04,25.12,-16.22,-0.06,LOSS
84,BUY,2025-11-10 04:19:40,2512.35,10,2512.35,,2025-11-10 04:19:40,,,,,,,,OPEN
84,SELL,2025-11-10 04:26:40,2510.56,10,2512.35,2510.56,2025-11-09 20:54:47,2025-11-10 04:26:40,0.35,-17.9,-0.07,25.11,-43.01,-0.17,LOSS
85,BUY,2025-11-10 04:32:40,2507.48,10,2507.48,,2025-11-10 04:32:40,,,,,,,,OPEN
85,SELL,2025-11-10 04:33:40,2508.0,10,2507.48,2508.0,2025-11-09 20:55:30,2025-11-10 04:33:40,0.05,5.2,0.02,25.08,-19.88,-0.08,LOSS
86,BUY,2025-11-10 04:37:40,2508.52,10,2508.52,,2025-11-10 04:37:40,,,,,,,,OPEN
86,SELL,2025-11-10 04:38:40,2508.53,10,2508.52,2508.53,2025-11-09 20:55:45,2025-11-10 04:38:40,0.05,0.1,0.0,25.08,-24.98,-0.1,LOSS
87,BUY,2025-11-10 04:41:40,2507.37,10,2507.37,,2025-11-10 04:41:40,,,,,,,,OPEN
87,SELL,2025-11-10 04:42:40,2507.58,10,2507.37,2507.58,2025-11-09 20:55:57,2025-11-10 04:42:40,0.05,2.1,0.01,25.08,-22.98,-0.09,LOSS
88,BUY,2025-11-10 04:45:40,2507.39,10,2507.39,,2025-11-10 04:45:40,,,,,,,,OPEN
88,SELL,2025-11-10 04:52:40,2506.88,10,2507.39,2506.88,2025-11-09 20:56:09,2025-11-10 04:52:40,1.2,-5.1,-0.02,25.07,-30.17,-0.12,LOSS
89,BUY,2025-11-10 05:02:40,2504.14,10,2504.14,,2025-11-10 05:02:40,,,,,,,,OPEN
89,SELL,2025-11-10 05:07:40,2503.76,10,2504.14,2503.76,2025-11-09 20:58:31,2025-11-10 05:07:40,0.25,-3.8,-0.02,25.04,-28.84,-0.12,LOSS
90,BUY,2025-11-10 05:08:40,2503.46,10,2503.46,,2025-11-10 05:08:40,,,,,,,,OPEN
90,SELL,2025-11-10 05:09:40,2502.76,10,2503.46,2502.76,2025-11-09 20:58:49,2025-11-10 05:09:40,0.05,-7.0,-0.03,25.03,-32.03,-0.13,LOSS
91,BUY,2025-11-10 05:11:40,2502.49,10,2502.49,,2025-11-10 05:11:40,,,,,,,,OPEN
91,SELL,2025-11-10 05:14:40,2504.49,10,2502.49,2504.49,2025-11-09 20:58:58,2025-11-10 05:14:40,0.15,20.0,0.08,25.03,-5.03,-0.02,LOSS
92,BUY,2025-11-10 05:16:40,2505.99,10,2505.99,,2025-11-10 05:16:40,,,,,,,,OPEN
