Trade ID,Action,Timestamp,Price,Quantity,Entry Price,Exit Price,Entry Time,Exit Time,Holding Period (min),Gross P&L,Gross P&L %,Fees,Net P&L,Net P&L %,Status
28,SELL,2025-11-10 00:48:51,2498.64,10,2497.82,2498.64,2025-11-09 22:23:25,2025-11-10 00:48:51,0.15,8.2,0.03,24.98,-16.78,-0.07,LOSS
29,BUY,2025-11-10 00:55:51,2498.94,10,2498.94,,2025-11-10 00:55:51,,,,,,,,OPEN
29,SELL,2025-11-10 00:57:51,2499.65,10,2498.94,2499.65,2025-11-09 22:23:55,2025-11-10 00:57:51,0.1,7.1,0.03,24.99,-17.89,-0.07,LOSS
30,BUY,2025-11-10 00:58:51,2499.86,10,2499.86,,2025-11-10 00:58:51,,,,,,,,OPEN
30,SELL,2025-11-10 01:00:51,2498.98,10,2499.86,2498.98,2025-11-09 22:24:04,2025-11-10 01:00:51,0.1,-8.8,-0.04,24.99,-33.79,-0.14,LOSS
31,BUY,2025-11-10 01:06:51,2499.86,10,2499.86,,2025-11-10 01:06:51,,,,,,,,OPEN
31,SELL,2025-11-10 01:11:51,2498.39,10,2499.86,2498.39,2025-11-09 22:24:28,2025-11-10 01:11:51,0.25,-14.7,-0.06,24.99,-39.69,-0.16,LOSS
32,BUY,2025-11-10 01:18:51,2496.92,10,2496.92,,2025-11-10 01:18:51,,,,,,,,OPEN
32,SELL,2025-11-10 01:19:51,2496.85,10,2496.92,2496.85,2025-11-09 22:25:04,2025-11-10 01:19:51,0.05,-0.7,-0.0,24.96,-25.66,-0.1,LOSS
33,BUY,2025-11-10 01:22:51,2497.67,10,2497.67,,2025-11-10 01:22:51,,,,,,,,OPEN
33,SELL,2025-11-10 01:30:51,2497.69,10,2497.67,2497.69,2025-11-09 22:25:16,2025-11-10 01:30:51,0.4,0.2,0.0,24.98,-24.78,-0.1,LOSS
34,BUY,2025-11-10 01:32:51,2496.91,10,2496.91,,2025-11-10 01:32:51,,,,,,,,OPEN
34,SELL,2025-11-10 01:33:51,2496.4,10,2496.91,2496.4,2025-11-09 22:25:46,2025-11-10 01:33:51,0.05,-5.1,-0.02,24.96,-30.06,-0.12,LOSS
35,BUY,2025-11-10 01:36:51,2497.71,10,2497.71,,2025-11-10 01:36:51,,,,,,,,OPEN
35,SELL,2025-11-10 01:38:51,2497.91,10,2497.71,2497.91,2025-11-09 22:25:58,2025-11-10 01:38:51,0.1,2.0,0.01,24.98,-22.98,-0.09,LOSS
36,BUY,2025-11-10 01:39:51,2497.63,10,2497.63,,2025-11-10 01:39:51,,,,,,,,OPEN
36,SELL,2025-11-10 01:41:51,2497.36,10,2497.63,2497.36,2025-11-09 22:26:07,2025-11-10 01:41:51,0.1,-2.7,-0.01,24.98,-27.68,-0.11,LOSS
37,BUY,2025-11-10 01:45:51,2498.59,10,2498.59,,2025-11-10 01:45:51,,,,,,,,OPEN
37,SELL,2025-11-10 01:49:51,2498.26,10,2498.59,2498.26,2025-11-09 22:26:26,2025-11-10 01:49:51,0.2,-3.3,-0.01,24.98,-28.28,-0.11,LOSS
38,BUY,2025-11-10 01:50:51,2498.34,10,2498.34,,2025-11-10 01:50:51,,,,,,,,OPEN
38,SELL,2025-11-10 01:51:51,2497.18,10,2498.34,2497.18,2025-11-09 22:26:41,2025-11-10 01:51:51,0.05,-11.6,-0.05,24.98,-36.58,-0.15,LOSS
39,BUY,2025-11-10 01:52:51,2497.67,10,2497.67,,2025-11-10 01:52:51,,,,,,,,OPEN
39,SELL,2025-11-10 01:54:51,2497.57,10,2497.67,2497.57,2025-11-09 22:26:47,2025-11-10 01:54:51,0.1,-1.0,-0.0,24.98,-25.98,-0.1,LOSS
40,BUY,2025-11-10 02:00:51,2496.88,10,2496.88,,2025-11-10 02:00:51,,,,,,,,OPEN
40,SELL,2025-11-10 02:02:51,2497.08,10,2496.88,2497.08,2025-11-09 22:27:11,2025-11-10 02:02:51,0.1,2.0,0.01,24.97,-22.97,-0.09,LOSS
41,BUY,2025-11-10 02:04:51,2497.34,10,2497.34,,2025-11-10 02:04:51,,,,,,,,OPEN
41,SELL,2025-11-10 02:05:51,2497.09,10,2497.34,2497.09,2025-11-09 22:27:23,2025-11-10 02:05:51,0.05,-2.5,-0.01,24.98,-27.48,-0.11,LOSS
42,BUY,2025-11-10 02:07:51,2497.31,10,2497.31,,2025-11-10 02:07:51,,,,,,,,OPEN
42,SELL,2025-11-10 02:10:51,2497.82,10,2497.31,2497.82,2025-11-09 22:27:32,2025-11-10 02:10:51,0.15,5.1,0.02,24.98,-19.88,-0.08,LOSS
43,BUY,2025-11-10 02:11:51,2498.68,10,2498.68,,2025-11-10 02:11:51,,,,,,,,OPEN
43,SELL,2025-11-10 02:16:51,2499.44,10,2498.68,2499.44,2025-11-09 22:27:44,2025-11-10 02:16:51,0.25,7.6,0.03,24.99,-17.39,-0.07,LOSS
44,BUY,2025-11-10 02:19:51,2498.51,10,2498.51,,2025-11-10 02:19:51,,,,,,,,OPEN
44,SELL,2025-11-10 02:27:51,2497.57,10,2498.51,2497.57,2025-11-09 22:28:08,2025-11-10 02:27:51,0.4,-9.4,-0.04,24.98,-34.38,-0.14,LOSS
45,BUY,2025-11-10 02:33:51,2497.32,10,2497.32,,2025-11-10 02:33:51,,,,,,,,OPEN
45,SELL,2025-11-10 02:36:51,2497.88,10,2497.32,2497.88,2025-11-09 22:28:50,2025-11-10 02:36:51,0.15,5.6,0.02,24.98,-19.38,-0.08,LOSS
46,BUY,2025-11-10 02:38:51,2497.93,10,2497.93,,2025-11-10 02:38:51,,,,,,,,OPEN
46,SELL,2025-11-10 02:39:51,2497.97,10,2497.93,2497.97,2025-11-09 22:29:05,2025-11-10 02:39:51,0.05,0.4,0.0,24.98,-24.58,-0.1,LOSS
47,BUY,2025-11-10 02:52:51,2497.95,10,2497.95,,2025-11-10 02:52:51,,,,,,,,OPEN
47,SELL,2025-11-10 02:53:51,2499.1,10,2497.95,2499.1,2025-11-09 22:29:47,2025-11-10 02:53:51,0.05,11.5,0.05,24.99,-13.49,-0.05,LOSS
48,BUY,2025-11-10 02:58:51,2499.57,10,2499.57,,2025-11-10 02:58:51,,,,,,,,OPEN
48,SELL,2025-11-10 02:59:51,2499.03,10,2499.57,2499.03,2025-11-09 22:30:05,2025-11-10 02:59:51,0.05,-5.4,-0.02,25.0,-30.4,-0.12,LOSS
49,BUY,2025-11-10 03:00:51,2499.39,10,2499.39,,2025-11-10 03:00:51,,,,,,,,OPEN
49,SELL,2025-11-10 03:07:51,2499.79,10,2499.39,2499.79,2025-11-09 22:30:11,2025-11-10 03:07:51,0.35,4.0,0.02,25.0,-21.0,-0.08,LOSS
50,BUY,2025-11-10 03:08:51,2500.13,10,2500.13,,2025-11-10 03:08:51,,,,,,,,OPEN
50,SELL,2025-11-10 03:16:51,2502.98,10,2500.13,2502.98,2025-11-09 22:30:35,2025-11-10 03:16:51,0.4,28.5,0.11,25.01,3.49,0.01,WIN
51,BUY,2025-11-10 03:20:51,2502.09,10,2502.09,,2025-11-10 03:20:51,,,,,,,,OPEN
51,SELL,2025-11-10 03:22:51,2501.19,10,2502.09,2501.19,2025-11-09 22:31:11,2025-11-10 03:22:51,0.1,-9.0,-0.04,25.02,-34.02,-0.14,LOSS
52,BUY,2025-11-10 03:24:51,2501.44,10,2501.44,,2025-11-10 03:24:51,,,,,,,,OPEN
52,SELL,2025-11-10 03:25:51,2502.33,10,2501.44,2502.33,2025-11-09 22:31:23,2025-11-10 03:25:51,0.05,8.9,0.04,25.02,-16.12,-0.06,LOSS
53,BUY,2025-11-10 03:30:51,2502.32,10,2502.32,,2025-11-10 03:30:51,,,,,,,,OPEN
53,SELL,2025-11-10 03:31:51,2501.75,10,2502.32,2501.75,2025-11-09 22:31:41,2025-11-10 03:31:51,0.05,-5.7,-0.02,25.02,-30.72,-0.12,LOSS
54,BUY,2025-11-10 03:34:51,2500.9,10,2500.9,,2025-11-10 03:34:51,,,,,,,,OPEN
54,SELL,2025-11-10 03:41:51,2500.4,10,2500.9,2500.4,2025-11-09 22:31:53,2025-11-10 03:41:51,0.35,-5.0,-0.02,25.0,-30.0,-0.12,LOSS
55,BUY,2025-11-10 03:42:51,2499.92,10,2499.92,,2025-11-10 03:42:51,,,,,,,,OPEN
55,SELL,2025-11-10 03:43:51,2500.6,10,2499.92,2500.6,2025-11-09 22:32:18,2025-11-10 03:43:51,0.05,6.8,0.03,25.0,-18.2,-0.07,LOSS
56,BUY,2025-11-10 03:44:51,2500.02,10,2500.02,,2025-11-10 03:44:51,,,,,,,,OPEN
56,SELL,2025-11-10 03:48:51,2499.65,10,2500.02,2499.65,2025-11-09 22:32:24,2025-11-10 03:48:51,0.2,-3.7,-0.01,25.0,-28.7,-0.11,LOSS
57,BUY,2025-11-10 03:51:51,2499.48,10,2499.48,,2025-11-10 03:51:51,,,,,,,,OPEN
57,SELL,2025-11-10 03:56:51,2499.18,10,2499.48,2499.18,2025-11-09 22:32:45,2025-11-10 03:56:51,0.25,-3.0,-0.01,25.0,-28.0,-0.11,LOSS
58,BUY,2025-11-10 03:59:51,2499.14,10,2499.14,,2025-11-10 03:59:51,,,,,,,,OPEN
58,SELL,2025-11-10 04:04:51,2499.51,10,2499.14,2499.51,2025-11-09 22:33:09,2025-11-10 04:04:51,0.25,3.7,0.01,25.0,-21.3,-0.09,LOSS
59,BUY,2025-11-10 04:05:51,2499.8,10,2499.8,,2025-11-10 04:05:51,,,,,,,,OPEN
59,SELL,2025-11-10 04:11:51,2501.32,10,2499.8,2501.32,2025-11-09 22:33:27,2025-11-10 04:11:51,0.3,15.2,0.06,25.01,-9.81,-0.04,LOSS
60,BUY,2025-11-10 04:14:51,2501.39,10,2501.39,,2025-11-10 04:14:51,,,,,,,,OPEN
60,SELL,2025-11-10 04:23:51,2501.94,10,2501.39,2501.94,2025-11-09 22:33:54,2025-11-10 04:23:51,0.45,5.5,0.02,25.02,-19.52,-0.08,LOSS
61,BUY,2025-11-10 04:26:51,2501.11,10,2501.11,,2025-11-10 04:26:51,,,,,,,,OPEN
61,SELL,2025-11-10 04:27:51,2501.99,10,2501.11,2501.99,2025-11-09 22:34:30,2025-11-10 04:27:51,0.05,8.8,0.04,25.02,-16.22,-0.06,LOSS
62,BUY,2025-11-10 04:28:51,2503.0,10,2503.0,,2025-11-10 04:28:51,,,,,,,,OPEN
62,SELL,2025-11-10 04:30:51,2503.48,10,2503.0,2503.48,2025-11-09 22:34:36,2025-11-10 04:30:51,0.1,4.8,0.02,25.04,-20.24,-0.08,LOSS
63,BUY,2025-11-10 04:36:51,2504.92,10,2504.92,,2025-11-10 04:36:51,,,,,,,,OPEN
63,SELL,2025-11-10 04:50:51,2507.73,10,2504.92,2507.73,2025-11-09 22:35:00,2025-11-10 04:50:51,0.7,28.1,0.11,25.06,3.04,0.01,WIN
64,BUY,2025-11-10 04:59:51,2506.18,10,2506.18,,2025-11-10 04:59:51,,,,,,,,OPEN
64,SELL,2025-11-10 05:09:51,2503.89,10,2506.18,2503.89,2025-11-09 22:36:09,2025-11-10 05:09:51,0.5,-22.9,-0.09,25.05,-47.95,-0.19,LOSS
65,BUY,2025-11-10 05:11:51,2505.34,10,2505.34,,2025-11-10 05:11:51,,,,,,,,OPEN
65,SELL,2025-11-10 05:12:51,2505.45,10,2505.34,2505.45,2025-11-09 22:36:45,2025-11-10 05:12:51,0.05,1.1,0.0,25.06,-23.96,-0.1,LOSS
66,BUY,2025-11-10 05:15:51,2504.75,10,2504.75,,2025-11-10 05:15:51,,,,,,,,OPEN
66,SELL,2025-11-10 05:18:51,2505.04,10,2504.75,2505.04,2025-11-09 22:36:57,2025-11-10 05:18:51,0.15,2.9,0.01,25.05,-22.15,-0.09,LOSS
67,BUY,2025-11-10 05:22:51,2504.74,10,2504.74,,2025-11-10 05:22:51,,,,,,,,OPEN
67,SELL,2025-11-10 05:23:51,2504.41,10,2504.74,2504.41,2025-11-09 22:37:18,2025-11-10 05:23:51,0.05,-3.3,-0.01,25.04,-28.34,-0.11,LOSS
68,BUY,2025-11-10 05:25:51,2504.71,10,2504.71,,2025-11-10 05:25:51,,,,,,,,OPEN
68,SELL,2025-11-10 05:26:51,2504.19,10,2504.71,2504.19,2025-11-09 22:37:27,2025-11-10 05:26:51,0.05,-5.2,-0.02,25.04,-30.24,-0.12,LOSS
69,BUY,2025-11-10 05:29:51,2505.13,10,2505.13,,2025-11-10 05:29:51,,,,,,,,OPEN
69,SELL,2025-11-10 05:33:51,2506.82,10,2505.13,2506.82,2025-11-09 22:37:39,2025-11-10 05:33:51,0.2,16.9,0.07,25.06,-8.16,-0.03,LOSS
70,BUY,2025-11-10 05:35:51,2507.6,10,2507.6,,2025-11-10 05:35:51,,,,,,,,OPEN
70,SELL,2025-11-10 05:38:51,2509.14,10,2507.6,2509.14,2025-11-09 22:37:58,2025-11-10 05:38:51,0.15,15.4,0.06,25.09,-9.69,-0.04,LOSS
71,BUY,2025-11-10 05:39:51,2509.95,10,2509.95,,2025-11-10 05:39:51,,,,,,,,OPEN
71,SELL,2025-11-10 05:41:51,2509.66,10,2509.95,2509.66,2025-11-09 22:38:10,2025-11-10 05:41:51,0.1,-2.9,-0.01,25.1,-28.0,-0.11,LOSS
72,BUY,2025-11-10 05:43:51,2508.61,10,2508.61,,2025-11-10 05:43:51,,,,,,,,OPEN
72,SELL,2025-11-10 05:44:51,2507.68,10,2508.61,2507.68,2025-11-09 22:38:22,2025-11-10 05:44:51,0.05,-9.3,-0.04,25.08,-34.38,-0.14,LOSS
73,BUY,2025-11-10 05:47:51,2508.91,10,2508.91,,2025-11-10 05:47:51,,,,,,,,OPEN
73,SELL,2025-11-10 05:51:51,2508.44,10,2508.91,2508.44,2025-11-09 22:38:34,2025-11-10 05:51:51,0.2,-4.7,-0.02,25.08,-29.78,-0.12,LOSS
74,BUY,2025-11-10 05:54:51,2507.89,10,2507.89,,2025-11-10 05:54:51,,,,,,,,OPEN
74,SELL,2025-11-10 05:56:51,2509.0,10,2507.89,2509.0,2025-11-09 22:38:55,2025-11-10 05:56:51,0.1,11.1,0.04,25.09,-13.98,-0.06,LOSS
75,BUY,2025-11-10 05:57:51,2509.49,10,2509.49,,2025-11-10 05:57:51,,,,,,,,OPEN
75,SELL,2025-11-10 05:58:51,2509.35,10,2509.49,2509.35,2025-11-09 22:39:04,2025-11-10 05:58:51,0.05,-1.4,-0.01,25.1,-26.5,-0.11,LOSS
76,BUY,2025-11-10 06:02:51,2509.31,10,2509.31,,2025-11-10 06:02:51,,,,,,,,OPEN
76,SELL,2025-11-10 06:03:51,2509.68,10,2509.31,2509.68,2025-11-09 22:39:19,2025-11-10 06:03:51,0.05,3.7,0.01,25.1,-21.4,-0.09,LOSS
77,BUY,2025-11-10 06:04:51,2509.12,10,2509.12,,2025-11-10 06:04:51,,,,,,,,OPEN
77,SELL,2025-11-10 06:05:51,2508.95,10,2509.12,2508.95,2025-11-09 22:39:25,2025-11-10 06:05:51,0.05,-1.7,-0.01,25.09,-26.79,-0.11,LOSS
78,BUY,2025-11-10 06:06:51,2508.94,10,2508.94,,2025-11-10 06:06:51,,,,,,,,OPEN
78,SELL,2025-11-10 06:07:51,2508.3,10,2508.94,2508.3,2025-11-09 22:39:31,2025-11-10 06:07:51,0.05,-6.4,-0.03,25.08,-31.48,-0.13,LOSS
79,BUY,2025-11-10 06:08:51,2508.23,10,2508.23,,2025-11-10 06:08:51,,,,,,,,OPEN
79,SELL,2025-11-10 06:19:51,2509.97,10,2508.23,2509.97,2025-11-09 22:39:37,2025-11-10 06:19:51,0.55,17.4,0.07,25.09,-7.69,-0.03,LOSS
80,BUY,2025-11-10 06:21:51,2510.61,10,2510.61,,2025-11-10 06:21:51,,,,,,,,OPEN
80,SELL,2025-11-10 06:23:51,2510.22,10,2510.61,2510.22,2025-11-09 22:40:16,2025-11-10 06:23:51,0.1,-3.9,-0.02,25.1,-29.0,-0.12,LOSS
81,BUY,2025-11-10 06:28:51,2508.69,10,2508.69,,2025-11-10 06:28:51,,,,,,,,OPEN
81,SELL,2025-11-10 06:29:51,2508.23,10,2508.69,2508.23,2025-11-09 22:40:37,2025-11-10 06:29:51,0.05,-4.6,-0.02,25.08,-29.68,-0.12,LOSS
82,BUY,2025-11-10 06:33:51,2508.36,10,2508.36,,2025-11-10 06:33:51,,,,,,,,OPEN
82,SELL,2025-11-10 06:36:51,2507.99,10,2508.36,2507.99,2025-11-09 22:40:52,2025-11-10 06:36:51,0.15,-3.7,-0.01,25.08,-28.78,-0.11,LOSS
83,BUY,2025-11-10 06:43:51,2507.98,10,2507.98,,2025-11-10 06:43:51,,,,,,,,OPEN
83,SELL,2025-11-10 06:44:51,2508.16,10,2507.98,2508.16,2025-11-09 22:41:22,2025-11-10 06:44:51,0.05,1.8,0.01,25.08,-23.28,-0.09,LOSS
84,BUY,2025-11-10 06:45:51,2508.58,10,2508.58,,2025-11-10 06:45:51,,,,,,,,OPEN
84,SELL,2025-11-10 06:46:51,2508.02,10,2508.58,2508.02,2025-11-09 22:41:28,2025-11-10 06:46:51,0.05,-5.6,-0.02,25.08,-30.68,-0.12,LOSS
85,BUY,2025-11-10 06:47:51,2508.1,10,2508.1,,2025-11-10 06:47:51,,,,,,,,OPEN
85,SELL,2025-11-10 06:48:51,2507.45,10,2508.1,2507.45,2025-11-09 22:41:34,2025-11-10 06:48:51,0.05,-6.5,-0.03,25.08,-31.58,-0.13,LOSS
86,BUY,2025-11-10 06:49:51,2506.55,10,2506.55,,2025-11-10 06:49:51,,,,,,,,OPEN
86,SELL,2025-11-10 06:50:51,2505.75,10,2506.55,2505.75,2025-11-09 22:41:40,2025-11-10 06:50:51,0.05,-8.0,-0.03,25.06,-33.06,-0.13,LOSS
87,BUY,2025-11-10 06:55:51,2507.55,10,2507.55,,2025-11-10 06:55:51,,,,,,,,OPEN
87,SELL,2025-11-10 06:56:51,2507.36,10,2507.55,2507.36,2025-11-09 22:41:58,2025-11-10 06:56:51,0.05,-1.9,-0.01,25.08,-26.98,-0.11,LOSS
88,BUY,2025-11-10 06:58:51,2506.04,10,2506.04,,2025-11-10 06:58:51,,,,,,,,OPEN
88,SELL,2025-11-10 07:03:51,2507.31,10,2506.04,2507.31,2025-11-09 22:42:07,2025-11-10 07:03:51,0.25,12.7,0.05,25.07,-12.37,-0.05,LOSS
89,BUY,2025-11-10 07:04:51,2507.05,10,2507.05,,2025-11-10 07:04:51,,,,,,,,OPEN
89,SELL,2025-11-10 07:06:51,2507.72,10,2507.05,2507.72,2025-11-09 22:42:25,2025-11-10 07:06:51,0.1,6.7,0.03,25.08,-18.38,-0.07,LOSS
90,BUY,2025-11-10 07:15:51,2506.7,10,2506.7,,2025-11-10 07:15:51,,,,,,,,OPEN
90,SELL,2025-11-10 07:20:51,2505.18,10,2506.7,2505.18,2025-11-09 22:42:58,2025-11-10 07:20:51,0.25,-15.2,-0.06,25.06,-40.26,-0.16,LOSS
91,BUY,2025-11-10 07:21:51,2505.49,10,2505.49,,2025-11-10 07:21:51,,,,,,,,OPEN
91,SELL,2025-11-10 07:27:51,2505.37,10,2505.49,2505.37,2025-11-09 22:43:16,2025-11-10 07:27:51,0.3,-1.2,-0.0,25.06,-26.26,-0.1,LOSS
92,BUY,2025-11-10 07:33:51,2505.44,10,2505.44,,2025-11-10 07:33:51,,,,,,,,OPEN
