Trade ID,Action,Timestamp,Price,Quantity,Entry Price,Exit Price,Entry Time,Exit Time,Holding Period (min),Gross P&L,Gross P&L %,Fees,Net P&L,Net P&L %,Status
276,SELL,2025-11-11 02:26:51,2499.86,10,2500.85,2499.86,2025-11-09 23:40:27,2025-11-11 02:26:51,0.25,-9.9,-0.04,25.0,-34.9,-0.14,LOSS
277,BUY,2025-11-11 02:29:51,2499.06,10,2499.06,,2025-11-11 02:29:51,,,,,,,,OPEN
277,SELL,2025-11-11 02:33:51,2498.83,10,2499.06,2498.83,2025-11-09 23:40:51,2025-11-11 02:33:51,0.2,-2.3,-0.01,24.99,-27.29,-0.11,LOSS
278,BUY,2025-11-11 02:38:51,2497.64,10,2497.64,,2025-11-11 02:38:51,,,,,,,,OPEN
278,SELL,2025-11-11 02:47:51,2497.71,10,2497.64,2497.71,2025-11-09 23:41:18,2025-11-11 02:47:51,0.47,0.7,0.0,24.98,-24.28,-0.1,LOSS
279,BUY,2025-11-11 02:50:51,2499.25,10,2499.25,,2025-11-11 02:50:51,,,,,,,,OPEN
279,SELL,2025-11-11 02:54:51,2498.01,10,2499.25,2498.01,2025-11-09 23:41:55,2025-11-11 02:54:51,0.2,-12.4,-0.05,24.99,-37.39,-0.15,LOSS
280,BUY,2025-11-11 02:57:51,2498.19,10,2498.19,,2025-11-11 02:57:51,,,,,,,,OPEN
280,SELL,2025-11-11 03:07:51,2498.81,10,2498.19,2498.81,2025-11-09 23:42:16,2025-11-11 03:07:51,0.5,6.2,0.02,24.98,-18.78,-0.08,LOSS
281,BUY,2025-11-11 03:10:51,2497.96,10,2497.96,,2025-11-11 03:10:51,,,,,,,,OPEN
281,SELL,2025-11-11 03:12:51,2497.79,10,2497.96,2497.79,2025-11-09 23:42:55,2025-11-11 03:12:51,0.1,-1.7,-0.01,24.98,-26.68,-0.11,LOSS
282,BUY,2025-11-11 03:16:51,2498.03,10,2498.03,,2025-11-11 03:16:51,,,,,,,,OPEN
282,SELL,2025-11-11 03:17:51,2498.97,10,2498.03,2498.97,2025-11-09 23:43:13,2025-11-11 03:17:51,0.05,9.4,0.04,24.98,-15.58,-0.06,LOSS
283,BUY,2025-11-11 03:21:51,2498.26,10,2498.26,,2025-11-11 03:21:51,,,,,,,,OPEN
283,SELL,2025-11-11 03:22:51,2499.25,10,2498.26,2499.25,2025-11-09 23:43:28,2025-11-11 03:22:51,0.05,9.9,0.04,24.99,-15.09,-0.06,LOSS
284,BUY,2025-11-11 03:23:51,2498.95,10,2498.95,,2025-11-11 03:23:51,,,,,,,,OPEN
284,SELL,2025-11-11 03:27:51,2499.57,10,2498.95,2499.57,2025-11-09 23:43:34,2025-11-11 03:27:51,0.2,6.2,0.02,24.99,-18.79,-0.08,LOSS
285,BUY,2025-11-11 03:30:51,2498.47,10,2498.47,,2025-11-11 03:30:51,,,,,,,,OPEN
285,SELL,2025-11-11 03:31:51,2498.8,10,2498.47,2498.8,2025-11-09 23:43:55,2025-11-11 03:31:51,0.05,3.3,0.01,24.98,-21.68,-0.09,LOSS
286,BUY,2025-11-11 03:33:51,2499.31,10,2499.31,,2025-11-11 03:33:51,,,,,,,,OPEN
286,SELL,2025-11-11 03:36:51,2500.74,10,2499.31,2500.74,2025-11-09 23:44:04,2025-11-11 03:36:51,0.15,14.3,0.06,25.0,-10.7,-0.04,LOSS
287,BUY,2025-11-11 03:41:51,2499.89,10,2499.89,,2025-11-11 03:41:51,,,,,,,,OPEN
287,SELL,2025-11-11 03:43:51,2498.93,10,2499.89,2498.93,2025-11-09 23:44:28,2025-11-11 03:43:51,0.1,-9.6,-0.04,24.99,-34.59,-0.14,LOSS
288,BUY,2025-11-11 03:44:51,2498.47,10,2498.47,,2025-11-11 03:44:51,,,,,,,,OPEN
288,SELL,2025-11-11 03:45:51,2497.66,10,2498.47,2497.66,2025-11-09 23:44:37,2025-11-11 03:45:51,0.05,-8.1,-0.03,24.98,-33.08,-0.13,LOSS
289,BUY,2025-11-11 03:51:51,2498.11,10,2498.11,,2025-11-11 03:51:51,,,,,,,,OPEN
289,SELL,2025-11-11 03:52:51,2498.05,10,2498.11,2498.05,2025-11-09 23:44:58,2025-11-11 03:52:51,0.05,-0.6,-0.0,24.98,-25.58,-0.1,LOSS
290,BUY,2025-11-11 03:56:51,2497.78,10,2497.78,,2025-11-11 03:56:51,,,,,,,,OPEN
290,SELL,2025-11-11 03:57:51,2497.97,10,2497.78,2497.97,2025-11-09 23:45:13,2025-11-11 03:57:51,0.05,1.9,0.01,24.98,-23.08,-0.09,LOSS
291,BUY,2025-11-11 03:58:51,2498.48,10,2498.48,,2025-11-11 03:58:51,,,,,,,,OPEN
291,SELL,2025-11-11 04:01:51,2497.5,10,2498.48,2497.5,2025-11-09 23:45:19,2025-11-11 04:01:51,0.15,-9.8,-0.04,24.98,-34.78,-0.14,LOSS
292,BUY,2025-11-11 04:03:51,2497.39,10,2497.39,,2025-11-11 04:03:51,,,,,,,,OPEN
292,SELL,2025-11-11 04:04:51,2496.87,10,2497.39,2496.87,2025-11-09 23:45:34,2025-11-11 04:04:51,0.05,-5.2,-0.02,24.97,-30.17,-0.12,LOSS
293,BUY,2025-11-11 04:05:51,2496.63,10,2496.63,,2025-11-11 04:05:51,,,,,,,,OPEN
293,SELL,2025-11-11 04:07:51,2497.82,10,2496.63,2497.82,2025-11-09 23:45:40,2025-11-11 04:07:51,0.1,11.9,0.05,24.97,-13.07,-0.05,LOSS
294,BUY,2025-11-11 04:08:51,2498.37,10,2498.37,,2025-11-11 04:08:51,,,,,,,,OPEN
294,SELL,2025-11-11 04:10:51,2497.84,10,2498.37,2497.84,2025-11-09 23:45:49,2025-11-11 04:10:51,0.1,-5.3,-0.02,24.98,-30.28,-0.12,LOSS
295,BUY,2025-11-11 04:12:51,2498.06,10,2498.06,,2025-11-11 04:12:51,,,,,,,,OPEN
295,SELL,2025-11-11 04:13:51,2497.82,10,2498.06,2497.82,2025-11-09 23:46:01,2025-11-11 04:13:51,0.05,-2.4,-0.01,24.98,-27.38,-0.11,LOSS
296,BUY,2025-11-11 04:14:51,2498.31,10,2498.31,,2025-11-11 04:14:51,,,,,,,,OPEN
296,SELL,2025-11-11 04:15:51,2498.97,10,2498.31,2498.97,2025-11-09 23:46:07,2025-11-11 04:15:51,0.05,6.6,0.03,24.98,-18.38,-0.07,LOSS
297,BUY,2025-11-11 04:23:51,2500.34,10,2500.34,,2025-11-11 04:23:51,,,,,,,,OPEN
297,SELL,2025-11-11 04:24:51,2500.5,10,2500.34,2500.5,2025-11-09 23:46:34,2025-11-11 04:24:51,0.05,1.6,0.01,25.0,-23.4,-0.09,LOSS
298,BUY,2025-11-11 04:32:51,2501.21,10,2501.21,,2025-11-11 04:32:51,,,,,,,,OPEN
298,SELL,2025-11-11 04:33:51,2501.12,10,2501.21,2501.12,2025-11-09 23:47:02,2025-11-11 04:33:51,0.05,-0.9,-0.0,25.02,-25.92,-0.1,LOSS
299,BUY,2025-11-11 04:46:51,2502.91,10,2502.91,,2025-11-11 04:46:51,,,,,,,,OPEN
299,SELL,2025-11-11 04:47:51,2502.41,10,2502.91,2502.41,2025-11-09 23:47:44,2025-11-11 04:47:51,0.05,-5.0,-0.02,25.02,-30.02,-0.12,LOSS
300,BUY,2025-11-11 04:48:51,2502.13,10,2502.13,,2025-11-11 04:48:51,,,,,,,,OPEN
300,SELL,2025-11-11 04:52:51,2502.02,10,2502.13,2502.02,2025-11-09 23:47:50,2025-11-11 04:52:51,0.2,-1.1,-0.0,25.02,-26.12,-0.1,LOSS
301,BUY,2025-11-11 04:55:51,2501.72,10,2501.72,,2025-11-11 04:55:51,,,,,,,,OPEN
301,SELL,2025-11-11 04:58:51,2501.3,10,2501.72,2501.3,2025-11-09 23:48:11,2025-11-11 04:58:51,0.15,-4.2,-0.02,25.02,-29.22,-0.12,LOSS
302,BUY,2025-11-11 04:59:51,2501.44,10,2501.44,,2025-11-11 04:59:51,,,,,,,,OPEN
302,SELL,2025-11-11 05:07:51,2500.09,10,2501.44,2500.09,2025-11-09 23:48:23,2025-11-11 05:07:51,0.4,-13.5,-0.05,25.01,-38.51,-0.15,LOSS
303,BUY,2025-11-11 05:08:51,2500.24,10,2500.24,,2025-11-11 05:08:51,,,,,,,,OPEN
303,SELL,2025-11-11 05:11:51,2499.8,10,2500.24,2499.8,2025-11-09 23:48:50,2025-11-11 05:11:51,0.15,-4.4,-0.02,25.0,-29.4,-0.12,LOSS
304,BUY,2025-11-11 05:13:51,2499.97,10,2499.97,,2025-11-11 05:13:51,,,,,,,,OPEN
304,SELL,2025-11-11 05:17:51,2499.79,10,2499.97,2499.79,2025-11-09 23:49:05,2025-11-11 05:17:51,0.2,-1.8,-0.01,25.0,-26.8,-0.11,LOSS
305,BUY,2025-11-11 05:23:51,2499.91,10,2499.91,,2025-11-11 05:23:51,,,,,,,,OPEN
305,SELL,2025-11-11 05:26:51,2500.35,10,2499.91,2500.35,2025-11-09 23:49:35,2025-11-11 05:26:51,0.15,4.4,0.02,25.0,-20.6,-0.08,LOSS
306,BUY,2025-11-11 05:27:51,2500.75,10,2500.75,,2025-11-11 05:27:51,,,,,,,,OPEN
306,SELL,2025-11-11 05:28:51,2500.14,10,2500.75,2500.14,2025-11-09 23:49:47,2025-11-11 05:28:51,0.05,-6.1,-0.02,25.0,-31.1,-0.12,LOSS
307,BUY,2025-11-11 05:35:51,2501.32,10,2501.32,,2025-11-11 05:35:51,,,,,,,,OPEN
307,SELL,2025-11-11 05:36:51,2500.54,10,2501.32,2500.54,2025-11-09 23:50:11,2025-11-11 05:36:51,0.05,-7.8,-0.03,25.01,-32.81,-0.13,LOSS
308,BUY,2025-11-11 05:38:51,2498.88,10,2498.88,,2025-11-11 05:38:51,,,,,,,,OPEN
308,SELL,2025-11-11 05:42:51,2499.51,10,2498.88,2499.51,2025-11-09 23:50:20,2025-11-11 05:42:51,0.2,6.3,0.03,24.99,-18.69,-0.07,LOSS
309,BUY,2025-11-11 05:49:51,2500.58,10,2500.58,,2025-11-11 05:49:51,,,,,,,,OPEN
309,SELL,2025-11-11 05:56:51,2498.9,10,2500.58,2498.9,2025-11-09 23:50:53,2025-11-11 05:56:51,0.35,-16.8,-0.07,24.99,-41.79,-0.17,LOSS
310,BUY,2025-11-11 05:57:51,2498.61,10,2498.61,,2025-11-11 05:57:51,,,,,,,,OPEN
310,SELL,2025-11-11 05:59:51,2498.99,10,2498.61,2498.99,2025-11-09 23:51:17,2025-11-11 05:59:51,0.1,3.8,0.02,24.98,-21.18,-0.08,LOSS
311,BUY,2025-11-11 06:01:51,2498.77,10,2498.77,,2025-11-11 06:01:51,,,,,,,,OPEN
311,SELL,2025-11-11 06:04:51,2498.2,10,2498.77,2498.2,2025-11-09 23:51:29,2025-11-11 06:04:51,0.15,-5.7,-0.02,24.98,-30.68,-0.12,LOSS
312,BUY,2025-11-11 06:08:51,2498.15,10,2498.15,,2025-11-11 06:08:51,,,,,,,,OPEN
312,SELL,2025-11-11 06:12:51,2498.11,10,2498.15,2498.11,2025-11-09 23:51:50,2025-11-11 06:12:51,0.22,-0.4,-0.0,24.98,-25.38,-0.1,LOSS
313,BUY,2025-11-11 06:14:51,2498.12,10,2498.12,,2025-11-11 06:14:51,,,,,,,,OPEN
313,SELL,2025-11-11 06:17:51,2498.36,10,2498.12,2498.36,2025-11-09 23:52:09,2025-11-11 06:17:51,0.15,2.4,0.01,24.98,-22.58,-0.09,LOSS
314,BUY,2025-11-11 06:19:51,2498.67,10,2498.67,,2025-11-11 06:19:51,,,,,,,,OPEN
314,SELL,2025-11-11 06:21:51,2499.52,10,2498.67,2499.52,2025-11-09 23:52:24,2025-11-11 06:21:51,0.1,8.5,0.03,24.99,-16.49,-0.07,LOSS
315,BUY,2025-11-11 06:23:51,2500.45,10,2500.45,,2025-11-11 06:23:51,,,,,,,,OPEN
315,SELL,2025-11-11 06:26:51,2500.65,10,2500.45,2500.65,2025-11-09 23:52:36,2025-11-11 06:26:51,0.15,2.0,0.01,25.0,-23.0,-0.09,LOSS
316,BUY,2025-11-11 06:28:51,2501.67,10,2501.67,,2025-11-11 06:28:51,,,,,,,,OPEN
316,SELL,2025-11-11 06:29:51,2502.29,10,2501.67,2502.29,2025-11-09 23:52:51,2025-11-11 06:29:51,0.05,6.2,0.02,25.02,-18.82,-0.08,LOSS
317,BUY,2025-11-11 06:31:51,2502.84,10,2502.84,,2025-11-11 06:31:51,,,,,,,,OPEN
317,SELL,2025-11-11 06:33:51,2503.22,10,2502.84,2503.22,2025-11-09 23:53:00,2025-11-11 06:33:51,0.1,3.8,0.02,25.03,-21.23,-0.08,LOSS
318,BUY,2025-11-11 06:41:51,2502.13,10,2502.13,,2025-11-11 06:41:51,,,,,,,,OPEN
318,SELL,2025-11-11 06:43:51,2503.46,10,2502.13,2503.46,2025-11-09 23:53:30,2025-11-11 06:43:51,0.1,13.3,0.05,25.03,-11.73,-0.05,LOSS
319,BUY,2025-11-11 06:45:51,2503.17,10,2503.17,,2025-11-11 06:45:51,,,,,,,,OPEN
319,SELL,2025-11-11 06:46:51,2503.55,10,2503.17,2503.55,2025-11-09 23:53:42,2025-11-11 06:46:51,0.05,3.8,0.02,25.04,-21.24,-0.08,LOSS
320,BUY,2025-11-11 06:49:51,2504.39,10,2504.39,,2025-11-11 06:49:51,,,,,,,,OPEN
320,SELL,2025-11-11 06:52:51,2503.42,10,2504.39,2503.42,2025-11-09 23:53:54,2025-11-11 06:52:51,0.15,-9.7,-0.04,25.04,-34.74,-0.14,LOSS
321,BUY,2025-11-11 06:54:51,2502.56,10,2502.56,,2025-11-11 06:54:51,,,,,,,,OPEN
321,SELL,2025-11-11 06:55:51,2502.82,10,2502.56,2502.82,2025-11-09 23:54:09,2025-11-11 06:55:51,0.05,2.6,0.01,25.02,-22.42,-0.09,LOSS
322,BUY,2025-11-11 07:00:51,2503.1,10,2503.1,,2025-11-11 07:00:51,,,,,,,,OPEN
322,SELL,2025-11-11 07:04:51,2501.71,10,2503.1,2501.71,2025-11-09 23:54:27,2025-11-11 07:04:51,0.2,-13.9,-0.06,25.03,-38.93,-0.16,LOSS
323,BUY,2025-11-11 07:09:51,2502.37,10,2502.37,,2025-11-11 07:09:51,,,,,,,,OPEN
323,SELL,2025-11-11 07:10:51,2501.72,10,2502.37,2501.72,2025-11-09 23:54:54,2025-11-11 07:10:51,0.05,-6.5,-0.03,25.02,-31.52,-0.13,LOSS
324,BUY,2025-11-11 07:17:51,2502.08,10,2502.08,,2025-11-11 07:17:51,,,,,,,,OPEN
324,SELL,2025-11-11 07:22:51,2501.81,10,2502.08,2501.81,2025-11-09 23:55:18,2025-11-11 07:22:51,0.25,-2.7,-0.01,25.02,-27.72,-0.11,LOSS
325,BUY,2025-11-11 07:23:51,2502.45,10,2502.45,,2025-11-11 07:23:51,,,,,,,,OPEN
325,SELL,2025-11-11 07:27:51,2502.26,10,2502.45,2502.26,2025-11-09 23:55:36,2025-11-11 07:27:51,0.2,-1.9,-0.01,25.02,-26.92,-0.11,LOSS
326,BUY,2025-11-11 07:29:51,2502.6,10,2502.6,,2025-11-11 07:29:51,,,,,,,,OPEN
326,SELL,2025-11-11 07:32:51,2503.5,10,2502.6,2503.5,2025-11-09 23:55:54,2025-11-11 07:32:51,0.15,9.0,0.04,25.03,-16.03,-0.06,LOSS
327,BUY,2025-11-11 07:37:51,2503.42,10,2503.42,,2025-11-11 07:37:51,,,,,,,,OPEN
327,SELL,2025-11-11 07:39:51,2503.1,10,2503.42,2503.1,2025-11-09 23:56:18,2025-11-11 07:39:51,0.1,-3.2,-0.01,25.04,-28.24,-0.11,LOSS
328,BUY,2025-11-11 07:44:51,2503.05,10,2503.05,,2025-11-11 07:44:51,,,,,,,,OPEN
328,SELL,2025-11-11 07:46:51,2502.66,10,2503.05,2502.66,2025-11-09 23:56:39,2025-11-11 07:46:51,0.1,-3.9,-0.02,25.03,-28.93,-0.12,LOSS
329,BUY,2025-11-11 07:47:51,2502.76,10,2502.76,,2025-11-11 07:47:51,,,,,,,,OPEN
329,SELL,2025-11-11 07:48:51,2502.67,10,2502.76,2502.67,2025-11-09 23:56:48,2025-11-11 07:48:51,0.07,-0.9,-0.0,25.02,-25.92,-0.1,LOSS
330,BUY,2025-11-11 07:57:51,2504.2,10,2504.2,,2025-11-11 07:57:51,,,,,,,,OPEN
330,SELL,2025-11-11 07:58:51,2504.07,10,2504.2,2504.07,2025-11-09 23:57:19,2025-11-11 07:58:51,0.05,-1.3,-0.01,25.04,-26.34,-0.11,LOSS
331,BUY,2025-11-11 08:00:51,2503.76,10,2503.76,,2025-11-11 08:00:51,,,,,,,,OPEN
331,SELL,2025-11-11 08:02:51,2502.27,10,2503.76,2502.27,2025-11-09 23:57:28,2025-11-11 08:02:51,0.1,-14.9,-0.06,25.03,-39.93,-0.16,LOSS
332,BUY,2025-11-11 08:04:51,2501.93,10,2501.93,,2025-11-11 08:04:51,,,,,,,,OPEN
332,SELL,2025-11-11 08:05:51,2501.06,10,2501.93,2501.06,2025-11-09 23:57:40,2025-11-11 08:05:51,0.05,-8.7,-0.03,25.02,-33.72,-0.13,LOSS
333,BUY,2025-11-11 08:06:51,2501.31,10,2501.31,,2025-11-11 08:06:51,,,,,,,,OPEN
333,SELL,2025-11-11 08:07:51,2501.66,10,2501.31,2501.66,2025-11-09 23:57:46,2025-11-11 08:07:51,0.05,3.5,0.01,25.02,-21.52,-0.09,LOSS
334,BUY,2025-11-11 08:08:51,2501.96,10,2501.96,,2025-11-11 08:08:51,,,,,,,,OPEN
334,SELL,2025-11-11 08:10:51,2501.56,10,2501.96,2501.56,2025-11-09 23:57:52,2025-11-11 08:10:51,0.1,-4.0,-0.02,25.02,-29.02,-0.12,LOSS
335,BUY,2025-11-11 08:11:51,2501.47,10,2501.47,,2025-11-11 08:11:51,,,,,,,,OPEN
335,SELL,2025-11-11 08:14:51,2500.58,10,2501.47,2500.58,2025-11-09 23:58:01,2025-11-11 08:14:51,0.15,-8.9,-0.04,25.01,-33.91,-0.14,LOSS
336,BUY,2025-11-11 08:16:51,2500.33,10,2500.33,,2025-11-11 08:16:51,,,,,,,,OPEN
336,SELL,2025-11-11 08:18:51,2498.84,10,2500.33,2498.84,2025-11-09 23:58:16,2025-11-11 08:18:51,0.1,-14.9,-0.06,24.99,-39.89,-0.16,LOSS
337,BUY,2025-11-11 08:27:51,2497.87,10,2497.87,,2025-11-11 08:27:51,,,,,,,,OPEN
337,SELL,2025-11-11 08:28:51,2497.92,10,2497.87,2497.92,2025-11-09 23:58:49,2025-11-11 08:28:51,0.05,0.5,0.0,24.98,-24.48,-0.1,LOSS
338,BUY,2025-11-11 08:29:51,2498.19,10,2498.19,,2025-11-11 08:29:51,,,,,,,,OPEN
338,SELL,2025-11-11 08:35:51,2498.52,10,2498.19,2498.52,2025-11-09 23:58:55,2025-11-11 08:35:51,0.3,3.3,0.01,24.98,-21.68,-0.09,LOSS
339,BUY,2025-11-11 08:36:51,2497.87,10,2497.87,,2025-11-11 08:36:51,,,,,,,,OPEN
339,SELL,2025-11-11 08:37:51,2496.68,10,2497.87,2496.68,2025-11-09 23:59:16,2025-11-11 08:37:51,0.05,-11.9,-0.05,24.97,-36.87,-0.15,LOSS
340,BUY,2025-11-11 08:43:51,2497.49,10,2497.49,,2025-11-11 08:43:51,,,,,,,,OPEN
340,SELL,2025-11-11 08:50:51,2499.08,10,2497.49,2499.08,2025-11-09 23:59:37,2025-11-11 08:50:51,0.35,15.9,0.06,24.99,-9.09,-0.04,LOSS
341,BUY,2025-11-11 08:55:51,2499.6,10,2499.6,,2025-11-11 08:55:51,,,,,,,,OPEN
341,SELL,2025-11-11 09:03:51,2499.4,10,2499.6,2499.4,2025-11-10 00:00:13,2025-11-11 09:03:51,0.4,-2.0,-0.01,25.0,-27.0,-0.11,LOSS
342,BUY,2025-11-11 09:08:51,2502.2,10,2502.2,,2025-11-11 09:08:51,,,,,,,,OPEN
342,SELL,2025-11-11 09:13:51,2500.84,10,2502.2,2500.84,2025-11-10 00:00:52,2025-11-11 09:13:51,0.25,-13.6,-0.05,25.01,-38.61,-0.15,LOSS
343,BUY,2025-11-11 09:16:51,2501.95,10,2501.95,,2025-11-11 09:16:51,,,,,,,,OPEN
343,SELL,2025-11-11 09:18:51,2502.35,10,2501.95,2502.35,2025-11-10 00:01:16,2025-11-11 09:18:51,0.1,4.0,0.02,25.02,-21.02,-0.08,LOSS
344,BUY,2025-11-11 09:21:51,2502.97,10,2502.97,,2025-11-11 09:21:51,,,,,,,,OPEN
344,SELL,2025-11-11 09:22:51,2504.14,10,2502.97,2504.14,2025-11-10 00:01:31,2025-11-11 09:22:51,0.05,11.7,0.05,25.03,-13.33,-0.05,LOSS
345,BUY,2025-11-11 09:24:51,2503.7,10,2503.7,,2025-11-11 09:24:51,,,,,,,,OPEN
345,SELL,2025-11-11 09:29:51,2504.25,10,2503.7,2504.25,2025-11-10 00:01:40,2025-11-11 09:29:51,0.25,5.5,0.02,25.04,-19.54,-0.08,LOSS
346,BUY,2025-11-11 09:31:51,2502.95,10,2502.95,,2025-11-11 09:31:51,,,,,,,,OPEN
346,SELL,2025-11-11 09:35:51,2505.87,10,2502.95,2505.87,2025-11-10 00:02:02,2025-11-11 09:35:51,0.2,29.2,0.12,25.04,4.16,0.02,WIN
347,BUY,2025-11-11 09:37:51,2507.38,10,2507.38,,2025-11-11 09:37:51,,,,,,,,OPEN
347,SELL,2025-11-11 09:46:51,2505.57,10,2507.38,2505.57,2025-11-10 00:02:20,2025-11-11 09:46:51,0.45,-18.1,-0.07,25.07,-43.17,-0.17,LOSS
348,BUY,2025-11-11 09:48:51,2505.53,10,2505.53,,2025-11-11 09:48:51,,,,,,,,OPEN
348,SELL,2025-11-11 09:51:51,2503.85,10,2505.53,2503.85,2025-11-10 00:02:53,2025-11-11 09:51:51,0.15,-16.8,-0.07,25.05,-41.85,-0.17,LOSS
349,BUY,2025-11-11 09:55:51,2502.9,10,2502.9,,2025-11-11 09:55:51,,,,,,,,OPEN
349,SELL,2025-11-11 09:56:51,2502.68,10,2502.9,2502.68,2025-11-10 00:03:14,2025-11-11 09:56:51,0.05,-2.2,-0.01,25.02,-27.22,-0.11,LOSS
350,BUY,2025-11-11 10:09:51,2501.58,10,2501.58,,2025-11-11 10:09:51,,,,,,,,OPEN
350,SELL,2025-11-11 10:12:51,2501.47,10,2501.58,2501.47,2025-11-10 00:06:41,2025-11-11 10:12:51,0.15,-1.1,-0.0,25.02,-26.12,-0.1,LOSS
351,BUY,2025-11-11 10:15:51,2500.36,10,2500.36,,2025-11-11 10:15:51,,,,,,,,OPEN
351,SELL,2025-11-11 10:19:51,2499.76,10,2500.36,2499.76,2025-11-10 00:06:59,2025-11-11 10:19:51,0.2,-6.0,-0.02,25.0,-31.0,-0.12,LOSS
352,BUY,2025-11-11 10:25:51,2499.88,10,2499.88,,2025-11-11 10:25:51,,,,,,,,OPEN
352,SELL,2025-11-11 10:28:51,2499.42,10,2499.88,2499.42,2025-11-10 00:07:29,2025-11-11 10:28:51,0.15,-4.6,-0.02,25.0,-29.6,-0.12,LOSS
353,BUY,2025-11-11 10:30:51,2499.37,10,2499.37,,2025-11-11 10:30:51,,,,,,,,OPEN
353,SELL,2025-11-11 10:32:51,2501.09,10,2499.37,2501.09,2025-11-10 00:07:44,2025-11-11 10:32:51,0.1,17.2,0.07,25.01,-7.81,-0.03,LOSS
354,BUY,2025-11-11 10:40:51,2501.83,10,2501.83,,2025-11-11 10:40:51,,,,,,,,OPEN
354,SELL,2025-11-11 10:43:51,2501.53,10,2501.83,2501.53,2025-11-10 00:08:14,2025-11-11 10:43:51,0.15,-3.0,-0.01,25.02,-28.02,-0.11,LOSS
355,BUY,2025-11-11 10:44:51,2501.19,10,2501.19,,2025-11-11 10:44:51,,,,,,,,OPEN
355,SELL,2025-11-11 10:46:51,2502.49,10,2501.19,2502.49,2025-11-10 00:08:26,2025-11-11 10:46:51,0.1,13.0,0.05,25.02,-12.02,-0.05,LOSS
356,BUY,2025-11-11 10:52:51,2504.25,10,2504.25,,2025-11-11 10:52:51,,,,,,,,OPEN
356,SELL,2025-11-11 10:56:51,2503.11,10,2504.25,2503.11,2025-11-10 00:08:50,2025-11-11 10:56:51,0.2,-11.4,-0.05,25.04,-36.44,-0.15,LOSS
357,BUY,2025-11-11 11:02:51,2504.17,10,2504.17,,2025-11-11 11:02:51,,,,,,,,OPEN
357,SELL,2025-11-11 11:04:51,2504.48,10,2504.17,2504.48,2025-11-10 00:09:20,2025-11-11 11:04:51,0.1,3.1,0.01,25.04,-21.94,-0.09,LOSS
358,BUY,2025-11-11 11:05:51,2504.35,10,2504.35,,2025-11-11 11:05:51,,,,,,,,OPEN
358,SELL,2025-11-11 11:06:51,2504.5,10,2504.35,2504.5,2025-11-10 00:09:29,2025-11-11 11:06:51,0.05,1.5,0.01,25.04,-23.54,-0.09,LOSS
359,BUY,2025-11-11 11:07:51,2503.78,10,2503.78,,2025-11-11 11:07:51,,,,,,,,OPEN
359,SELL,2025-11-11 11:08:51,2504.23,10,2503.78,2504.23,2025-11-10 00:09:35,2025-11-11 11:08:51,0.05,4.5,0.02,25.04,-20.54,-0.08,LOSS
360,BUY,2025-11-11 11:12:51,2502.5,10,2502.5,,2025-11-11 11:12:51,,,,,,,,OPEN
360,SELL,2025-11-11 11:13:51,2502.07,10,2502.5,2502.07,2025-11-10 00:09:50,2025-11-11 11:13:51,0.05,-4.3,-0.02,25.02,-29.32,-0.12,LOSS
361,BUY,2025-11-11 11:17:51,2501.99,10,2501.99,,2025-11-11 11:17:51,,,,,,,,OPEN
361,SELL,2025-11-11 11:20:51,2501.55,10,2501.99,2501.55,2025-11-10 00:10:05,2025-11-11 11:20:51,0.15,-4.4,-0.02,25.02,-29.42,-0.12,LOSS
362,BUY,2025-11-11 11:21:51,2502.04,10,2502.04,,2025-11-11 11:21:51,,,,,,,,OPEN
362,SELL,2025-11-11 11:32:51,2503.7,10,2502.04,2503.7,2025-11-10 00:10:17,2025-11-11 11:32:51,0.57,16.6,0.07,25.03,-8.43,-0.03,LOSS
363,BUY,2025-11-11 11:34:51,2503.63,10,2503.63,,2025-11-11 11:34:51,,,,,,,,OPEN
363,SELL,2025-11-11 11:35:51,2503.0,10,2503.63,2503.0,2025-11-10 00:10:57,2025-11-11 11:35:51,0.05,-6.3,-0.03,25.04,-31.34,-0.13,LOSS
364,BUY,2025-11-11 11:39:51,2503.94,10,2503.94,,2025-11-11 11:39:51,,,,,,,,OPEN
364,SELL,2025-11-11 11:41:51,2502.97,10,2503.94,2502.97,2025-11-10 00:11:12,2025-11-11 11:41:51,0.1,-9.7,-0.04,25.03,-34.73,-0.14,LOSS
365,BUY,2025-11-11 11:42:51,2502.32,10,2502.32,,2025-11-11 11:42:51,,,,,,,,OPEN
365,SELL,2025-11-11 11:44:51,2501.98,10,2502.32,2501.98,2025-11-10 00:11:21,2025-11-11 11:44:51,0.1,-3.4,-0.01,25.02,-28.42,-0.11,LOSS
366,BUY,2025-11-11 11:46:51,2502.03,10,2502.03,,2025-11-11 11:46:51,,,,,,,,OPEN
366,SELL,2025-11-11 11:47:51,2500.89,10,2502.03,2500.89,2025-11-10 00:11:33,2025-11-11 11:47:51,0.05,-11.4,-0.05,25.01,-36.41,-0.15,LOSS
367,BUY,2025-11-11 11:48:51,2500.6,10,2500.6,,2025-11-11 11:48:51,,,,,,,,OPEN
367,SELL,2025-11-11 11:49:51,2501.49,10,2500.6,2501.49,2025-11-10 00:11:39,2025-11-11 11:49:51,0.05,8.9,0.04,25.01,-16.11,-0.06,LOSS
368,BUY,2025-11-11 11:52:51,2502.63,10,2502.63,,2025-11-11 11:52:51,,,,,,,,OPEN
